match_duration, first_dragon, first_baron, first_inhibitor, first_rift_herald, first_blood, bteam_baron_kills, bteam_dragon_kills, bteam_inhibitor_kills, bteam_rift_kills, bteam_tower_kills,bteam_largest_killing_spree, bteam_largest_multi_kill, bteam_highest_champ_lvl, bteam_best_kda, bteam_total_kills, bteam_total_assists, bteam_total_gold_earned, bteam_total_gold_spent, bteam_vision_score, bteam_wards_placed, bteam_wards_killed, bteam_total_minions_killed, bteam_total_dmg_dealt, bteam_total_dmg_dealt_to_champions, bteam_total_dmg_taken, bteam_total_dmg_healed, bteam_total_dmg_self_mitigated, bteam_total_crowd_control_dealt, rteam_baron_kills, rteam_dragon_kills, rteam_inhibitor_kills, rteam_rift_kills, rteam_tower_kills, rteam_largest_killing_spree, rteam_largest_multi_kill, rteam_highest_champ_lvl, rteam_best_kda, rteam_total_kills, rteam_total_assists, rteam_total_gold_earned, rteam_total_gold_spent, rteam_vision_score, rteam_wards_placed, rteam_wards_killed, rteam_total_minions_killed, rteam_total_dmg_dealt, rteam_total_dmg_dealt_to_champions, rteam_total_dmg_taken, rteam_total_dmg_healed, rteam_total_dmg_self_mitigated, rteam_total_crowd_control_dealt, winning_team
1943,1,0,0,0,1,1,1,2,2,9,6,2,17,10.5,31,56,64274,60858,160,82,23,632,633658,80009,141254,39237,116156,857,0,3,0,0,6,5,2,17,4.5,31,51,62237,59520,206,77,36,685,672441,101239,100174,26983,59116,792,0
1054,1,1,1,0,1,0,0,0,1,0,0,1,10,1.0,3,7,24711,21635,63,34,7,365,231651,30960,65231,9661,35092,372,0,2,2,0,10,6,2,14,17.0,28,34,40455,34085,83,37,15,387,357022,52800,49913,20350,42279,784,1
1710,1,1,0,0,0,0,2,3,2,11,7,2,17,9.0,50,81,65777,58575,154,64,19,566,704297,109027,109379,60602,78225,1201,1,2,0,0,3,4,2,16,1.75,23,32,53166,49985,120,50,20,578,539694,77030,130072,25241,92235,796,0
1526,0,0,0,0,0,1,3,1,2,8,8,2,16,16.0,23,38,53263,46161,144,74,17,684,590683,77101,92428,28318,71484,821,0,0,0,0,1,4,2,14,4.333333333333333,17,34,43997,42893,126,54,22,616,513532,62924,95465,17102,86058,1074,0
2042,1,1,1,0,0,0,3,0,2,4,7,1,16,2.6666666666666665,22,38,58504,56050,212,76,30,663,734752,95871,124956,36115,82554,1245,2,3,2,0,10,4,2,18,7.0,36,52,68841,62825,183,76,25,740,818083,92398,129234,43487,119150,1831,1
1720,1,1,1,0,1,0,0,0,1,3,4,2,15,1.8333333333333333,15,28,48679,47080,150,82,15,624,580074,93768,133854,43598,101490,952,1,4,1,1,6,6,2,16,13.5,36,68,57660,48383,163,61,23,592,596524,108905,124483,56418,101893,979,1
1462,1,1,1,0,0,0,0,0,1,4,3,2,14,2.0,18,28,44567,40010,111,52,13,596,509967,62266,116809,28390,63821,1680,1,3,2,0,7,15,4,17,10.5,29,57,53609,49883,136,54,14,578,569636,88465,90872,34702,55285,694,1
1143,1,1,0,0,0,0,1,1,2,8,7,2,13,12.0,17,26,38791,33185,97,48,12,482,381998,40063,45720,18013,26616,697,0,1,0,0,1,2,1,12,1.3333333333333333,5,7,29941,26995,80,36,13,483,294640,22767,56736,21366,27284,765,0
1726,0,1,1,0,0,0,1,0,1,4,4,2,15,2.5,20,32,51708,49158,164,87,23,635,595462,68454,107466,25327,94523,761,1,3,1,1,8,6,2,16,9.5,33,66,58659,53473,172,75,40,592,596451,87594,96507,25002,59384,1183,1
1649,0,0,0,0,1,1,3,3,2,11,6,3,17,16.0,23,43,55523,46558,136,55,27,634,620859,72487,83008,37980,73649,1102,0,1,0,0,0,3,1,16,1.75,9,8,41485,39093,112,64,13,656,496337,44801,93971,24877,56777,556,0
1603,1,1,1,1,1,0,1,0,1,4,4,2,14,3.25,22,30,51051,47668,163,61,24,567,552766,75827,99628,31671,55943,974,1,3,1,1,8,5,2,17,6.0,32,45,56759,51183,121,61,18,585,577923,71270,100093,35257,79547,970,1
2189,1,0,0,0,0,1,3,1,1,10,4,2,18,4.8,35,60,74602,66418,254,97,30,901,940845,115672,153122,40166,122203,740,0,3,0,0,6,4,3,18,3.142857142857143,32,53,72180,67966,203,84,26,887,951610,119348,144020,34388,155203,1502,0
1512,1,1,0,1,0,0,2,1,1,8,6,2,15,8.666666666666666,34,64,52601,42598,133,51,26,514,482361,92710,103290,37516,99945,1069,1,2,0,1,1,6,2,14,2.8,18,32,44720,42558,131,62,15,530,490733,76810,112654,23021,63627,693,0
1455,0,0,0,1,1,1,1,2,1,10,5,2,15,25.0,32,69,51544,45480,128,56,23,447,434640,70224,83843,28194,75929,1368,0,1,0,1,2,2,2,13,1.6666666666666667,12,21,39024,35845,105,49,15,473,367569,51136,92277,18454,54435,893,0
2145,1,0,0,1,0,2,3,4,1,11,17,4,18,10.25,60,104,80902,72473,269,110,33,592,834122,153681,143458,38332,91394,1586,0,2,0,1,3,5,2,18,3.142857142857143,40,65,70419,66680,205,85,36,729,754631,109397,181321,34670,156850,1083,0
1767,0,1,0,0,0,0,3,1,1,8,4,2,16,10.5,29,62,56178,50875,185,74,32,625,634652,97610,124690,39081,101680,1406,0,2,0,0,3,3,1,15,4.0,15,26,49625,47868,164,71,27,627,639741,94723,120113,47106,68502,761,0
610,1,1,0,0,0,0,0,1,1,5,2,1,7,3.0,3,3,17675,10010,20,11,1,210,121430,8740,13717,7016,5347,504,0,0,0,0,0,0,0,6,0,0,0,10455,8465,4,21,0,114,47805,5664,11419,3479,5628,188,0
1419,1,1,1,0,0,0,0,0,2,2,2,1,15,1.6666666666666667,10,13,39072,38065,108,60,14,564,452596,53891,94032,28640,51016,355,1,3,1,0,9,9,2,15,12.0,25,29,52512,44725,139,50,31,607,524066,68418,77136,29421,67205,1070,1
1905,1,0,1,1,1,1,2,0,0,3,3,2,18,4.5,23,40,59392,57905,191,90,31,802,682001,86507,111882,32461,105175,1766,0,3,1,2,10,4,2,17,4.666666666666667,24,36,63204,55475,213,89,40,826,763595,85691,126507,42620,98751,1108,1
1409,1,0,1,0,1,1,1,0,1,3,11,2,15,17.0,22,37,44788,39933,150,88,22,562,440888,57215,62069,19910,41558,912,0,3,0,0,1,3,1,13,3.0,11,11,37930,35738,123,54,25,564,427694,41599,80328,20103,55840,617,0
1049,0,1,1,0,0,0,2,0,1,3,4,2,12,8.0,14,18,34592,32550,89,37,12,447,331986,34611,46260,14529,26922,650,0,0,0,0,0,3,1,11,3.0,5,11,26225,21410,72,35,13,432,235761,27948,44397,7663,29463,601,0
1960,1,1,0,0,0,0,4,1,2,9,5,2,17,10.0,30,58,63854,58185,195,85,30,731,776841,92824,134445,34467,121616,947,1,1,0,0,1,3,2,17,2.5,15,28,55514,52258,204,78,42,790,723763,107667,127076,60212,79367,495,0
1763,1,0,0,0,0,1,2,3,2,9,4,2,15,17.0,26,58,59004,51333,161,74,24,635,652966,95425,95844,20524,108006,887,0,2,0,0,1,6,2,15,5.666666666666667,24,52,51035,50555,151,62,26,636,556418,72134,115872,30490,113120,949,0
1959,1,1,0,0,1,0,2,1,2,7,7,2,18,6.2,45,66,69309,63703,179,70,23,724,829850,117602,150280,35337,122869,1321,1,3,0,0,5,5,2,17,3.857142857142857,37,70,67215,63858,192,69,22,706,760335,117683,140188,28693,111705,814,0
1254,1,1,1,1,0,0,1,0,0,2,3,2,12,2.25,15,23,36036,34000,93,45,13,453,339213,49588,67213,7592,57511,1125,0,1,0,2,3,8,3,13,9.5,25,40,42847,38303,96,39,18,509,408667,55387,72561,14303,51829,925,1
1991,1,1,0,0,0,0,3,1,1,8,8,3,18,16.0,29,57,67001,59475,276,78,33,860,839498,105967,100882,28249,104078,1361,0,2,0,0,3,6,2,18,3.0,22,45,61049,57030,180,74,34,810,782118,70675,134185,41513,124372,992,0
2320,0,0,1,1,1,3,4,1,0,5,5,2,18,6.75,36,74,75603,71208,245,87,47,796,884440,123921,148565,67364,98562,1755,0,2,2,2,7,4,2,18,2.25,26,34,69643,68525,262,109,34,773,1006293,122155,169334,58407,159663,494,0
1752,1,1,0,0,1,0,3,1,2,7,5,3,16,5.0,32,56,56486,53170,153,77,10,599,611283,81938,113855,33924,96257,1393,1,1,1,0,7,5,2,16,4.4,28,74,60060,56699,144,63,23,667,627962,80638,99274,22464,83871,845,1
1532,1,1,0,1,1,0,2,1,0,8,11,2,16,11.5,32,67,53211,44550,131,49,18,529,530574,69083,78440,25224,58724,723,1,2,0,1,4,4,3,14,2.6,24,44,50099,48558,101,51,9,580,503102,61639,91516,15686,80082,1172,0
1337,1,1,1,1,1,0,0,0,0,1,4,1,13,2.6666666666666665,14,15,37684,35310,93,49,11,523,391909,40019,72835,15193,49604,775,1,4,0,2,4,4,2,14,7.0,28,35,47964,43210,119,44,17,518,509520,53564,68471,36181,47161,620,1
1885,1,0,0,1,1,1,4,1,0,8,5,2,17,5.666666666666667,25,36,62957,57125,181,73,37,704,766436,83764,96219,37744,78691,916,0,1,0,2,4,4,2,16,3.0,20,30,55396,55353,164,78,24,642,615577,60990,112526,26893,99999,1586,0
1764,1,1,1,0,1,0,1,0,1,1,4,2,16,3.0,22,30,51056,47460,170,81,21,670,601654,82104,115978,37056,83732,1818,1,4,0,1,6,7,2,17,4.666666666666667,23,39,57978,54875,172,65,28,712,738791,84994,114636,38577,98318,1362,1
1112,0,1,1,0,0,0,2,0,2,5,4,2,13,10.0,19,23,40622,35850,95,34,18,504,361394,41718,44667,13640,32933,1183,0,0,0,0,1,2,1,12,1.0,7,6,29198,26860,78,42,10,466,296850,28217,55207,9579,34672,433,0
1936,1,1,1,0,0,0,2,0,2,4,4,2,16,3.75,32,44,59381,58083,206,84,32,679,710811,85867,120269,23501,84401,1208,2,3,2,0,9,8,2,18,13.0,31,62,67429,59418,179,70,34,690,769688,95488,109424,26800,83139,1353,1
1339,0,0,0,1,0,1,2,1,0,8,6,4,14,9.0,37,61,52603,45175,130,57,16,493,488488,75415,72657,28481,53411,713,0,1,0,1,2,4,1,12,1.5,15,18,37485,35285,89,44,15,420,304289,41774,88078,7171,77135,943,0
1648,0,1,0,0,0,0,3,1,2,5,3,2,14,4.333333333333333,19,36,48671,46300,126,55,18,563,567304,61875,91557,26939,56982,982,1,1,1,0,7,7,3,16,15.0,23,45,52800,44808,137,58,20,624,549154,71320,94956,41504,80810,720,1
1841,1,0,1,1,1,1,3,0,0,2,4,3,17,4.75,27,48,57819,54925,208,78,40,681,646740,93880,123854,32537,129575,1196,1,2,2,1,10,4,3,17,8.0,39,62,70240,65950,183,76,32,676,685921,95988,119303,39410,122489,841,1
1817,0,0,1,1,0,2,4,3,0,11,14,2,17,13.0,33,58,61818,55476,181,74,20,661,718111,87102,116426,47743,73830,984,0,0,1,2,5,2,1,17,1.5,12,19,53114,51685,150,67,19,655,749578,71294,126577,33736,100950,1157,0
1482,1,1,0,0,0,0,1,1,2,5,5,2,15,5.0,20,17,45150,43388,101,43,15,556,468433,44915,92634,24936,72052,727,1,3,1,0,7,5,2,15,9.0,28,40,51512,44458,143,58,12,559,517247,70401,70754,21606,41126,899,1
1707,1,1,1,1,0,0,1,0,0,4,2,1,14,3.6666666666666665,17,28,47014,45685,161,82,34,573,499367,59829,88454,30495,41336,1464,1,3,1,1,9,5,2,16,7.0,23,40,54024,47375,187,84,31,622,598726,64887,89834,27793,78993,944,1
1285,0,1,1,1,1,0,1,0,0,1,3,2,12,1.5,10,13,33681,30668,69,29,12,452,330123,30750,71433,20076,41051,1137,0,2,1,1,8,7,2,13,20.0,26,53,46949,40025,98,48,9,550,430173,58971,56044,16665,38624,747,1
1386,1,1,1,0,0,0,0,0,2,3,3,1,13,3.0,7,12,36152,39390,113,44,14,438,340939,35088,71010,16832,65490,582,1,3,1,0,5,4,3,14,19.0,20,58,43328,37860,77,39,8,467,439115,53556,65432,39816,43890,998,1
1292,1,1,1,0,1,0,0,0,1,1,7,2,12,3.0,24,27,37673,35860,89,52,6,402,259201,46454,76559,8774,56938,885,0,3,1,1,7,14,2,14,22.0,31,58,47311,45608,100,38,9,473,414183,65033,69693,24024,37546,377,1
1713,0,0,1,1,0,1,1,0,0,2,3,2,16,10.0,19,38,50213,48300,149,62,25,623,568849,72027,82569,32118,66361,1320,0,3,1,1,7,4,3,15,4.0,17,28,51104,46435,141,61,24,665,613216,60966,97994,40603,85120,951,1
1166,1,1,1,1,1,0,0,0,0,1,3,1,12,1.6,10,16,31390,29685,66,33,11,458,296450,34178,54181,5976,28798,570,0,2,1,2,7,6,3,14,13.0,26,29,45846,42600,100,38,15,558,471860,43257,51461,15749,31947,811,1
1623,0,0,0,0,0,1,2,2,1,10,6,3,16,10.5,29,53,55033,47925,152,59,19,545,524049,87694,78457,25132,53097,933,0,2,0,0,2,3,2,15,2.5,16,30,45178,40775,100,47,16,554,476846,52905,111706,44388,74218,1496,0
1349,1,1,1,0,1,0,0,0,1,2,2,1,12,1.5,11,15,35896,32785,92,30,10,460,335596,40241,83181,16714,58563,970,0,3,1,0,10,11,3,15,13.0,34,37,50935,45300,96,45,5,539,488348,67855,73657,29002,43280,357,1
1224,1,1,1,1,1,0,0,0,0,0,2,1,12,1.5,8,7,29755,25210,72,37,6,394,264576,32229,62934,17820,28694,431,0,3,1,2,10,9,2,14,12.0,21,32,44921,35010,104,46,10,499,500538,45899,68259,27274,42380,445,1
1900,0,1,1,0,0,0,4,0,1,3,5,2,15,5.25,27,39,56038,54033,184,78,24,645,591742,72914,123584,42641,79887,882,1,0,1,1,7,3,2,17,6.0,24,44,61121,55280,143,65,21,726,709140,95124,103319,31001,80680,807,1
1193,1,1,0,0,1,0,1,2,2,10,8,3,12,15.0,25,34,40734,36220,95,37,18,415,342782,59701,55366,15733,35467,722,0,1,0,0,0,2,1,11,1.75,8,9,30213,27695,79,42,9,376,260001,33157,70888,13672,35924,458,0
1482,0,1,1,1,0,0,2,0,0,2,4,2,13,3.0,13,15,40802,38025,124,53,17,586,425047,48161,90180,38051,69756,1004,1,1,0,1,5,9,2,15,15.0,21,49,48515,44325,104,46,21,575,532607,63253,76949,29804,55177,1474,1
1993,1,1,1,0,1,0,2,0,1,1,4,2,17,3.3333333333333335,27,52,58992,58290,152,73,21,720,736516,102950,135759,28159,138244,1162,1,3,2,0,8,4,5,18,7.333333333333333,42,76,68578,64100,176,76,25,714,802934,107940,133098,32436,117126,1173,1
1210,0,1,1,0,0,0,3,0,2,4,6,2,12,14.0,18,30,39006,35800,88,39,12,480,364711,37466,52873,18661,38039,573,0,0,0,0,2,2,1,13,4.0,5,7,31048,28985,86,38,8,425,330663,32307,56531,10357,36363,486,0
2091,0,0,0,0,0,2,4,1,2,6,4,3,18,3.0,25,38,65063,64125,205,82,30,762,822911,117236,120264,30705,97835,1441,1,1,0,0,4,5,2,18,4.25,29,54,65264,60783,156,70,26,786,754623,92425,144554,46408,102849,949,1
948,1,1,1,1,1,0,0,0,0,0,2,1,11,2.5,9,10,24618,22380,49,32,5,298,213378,26225,48780,11484,31547,720,0,2,0,1,4,5,2,12,9.0,17,22,36569,31550,69,33,12,422,324377,31539,44804,16654,30830,463,1
1663,0,1,1,0,0,0,3,0,2,4,12,2,15,5.0,32,51,52032,49533,164,77,21,547,539385,86500,114219,26469,98107,926,1,1,2,0,9,5,2,15,7.333333333333333,36,63,58864,51375,158,64,22,578,616909,93078,112047,31687,80604,1642,1
1320,0,0,1,1,0,1,2,0,1,3,5,3,14,14.0,17,27,42198,40050,110,46,15,487,461862,49769,60750,25149,41502,470,0,0,0,1,1,2,1,13,3.0,6,12,33339,30925,77,45,7,506,362779,39826,63668,18609,40063,929,0
1294,1,1,1,0,1,0,1,0,1,4,6,1,14,8.0,19,16,40198,34390,100,40,17,444,430801,45552,57479,22662,36790,912,0,2,0,0,2,3,2,12,4.0,10,14,37059,35150,87,47,12,519,384604,36142,63736,9387,37801,857,0
2023,1,1,1,1,1,0,1,0,1,4,3,2,18,2.6666666666666665,23,41,59690,57670,168,79,33,713,722407,90188,160621,78921,132361,1498,1,4,1,1,9,6,3,18,26.0,38,73,73592,67580,235,92,36,771,902114,132072,121055,31816,105252,1654,1
1480,1,0,0,1,1,1,2,2,1,9,7,4,16,16.0,20,39,50874,46551,176,79,27,610,551132,64375,84775,19012,71805,767,0,1,0,1,3,3,2,14,3.6666666666666665,15,27,42682,40220,104,55,18,535,440301,56013,78483,18345,72058,698,0
1508,1,1,1,1,0,0,0,0,0,2,0,1,14,4.0,5,9,38432,36000,113,49,21,623,510451,59444,77859,16481,50899,1152,1,3,2,2,9,9,1,16,15.0,22,38,48497,41260,147,64,21,604,535706,64207,97367,55846,76639,1031,1
1236,0,1,0,0,1,0,2,2,2,9,6,2,14,6.5,28,44,46024,37610,85,45,11,444,428457,59596,66050,20830,36757,1037,0,1,0,0,2,6,2,12,2.4,21,21,38101,35145,102,39,12,440,342830,44985,75964,12933,62548,749,0
1202,0,1,1,1,0,0,3,0,0,0,2,1,12,1.0,6,10,29768,28535,90,42,15,456,278913,29731,63278,8621,36431,532,0,0,1,2,7,5,2,13,13.0,21,37,41198,35310,102,57,17,478,394463,50141,45847,16183,32043,793,1
1782,0,1,0,0,0,0,4,1,2,8,4,1,17,4.333333333333333,23,23,57936,52648,214,97,28,785,789275,81856,103873,31739,93204,816,2,1,1,0,7,6,4,15,5.5,19,26,57003,52040,162,67,39,698,648966,75449,105173,21340,96665,748,0
1716,0,0,0,0,1,1,3,1,2,9,5,2,16,5.333333333333333,31,46,62593,54713,194,64,30,688,791879,76941,110169,31005,69399,939,0,2,0,0,3,5,2,15,3.75,24,35,52234,49825,138,65,20,658,563862,79370,97493,20992,81014,1011,0
911,0,1,1,0,0,0,2,0,1,2,6,2,11,12.0,17,28,31368,23253,60,31,6,409,256538,33580,35083,14490,20544,690,0,0,0,0,0,2,1,11,1.5,4,0,21816,19625,49,24,8,330,193818,19282,47703,15084,28696,360,0
2498,0,0,0,1,0,2,3,1,0,6,5,2,18,2.7142857142857144,29,41,77150,76256,312,123,58,827,1021586,143139,165535,49082,136383,1369,1,3,2,2,10,5,2,18,6.25,35,61,79700,74050,230,98,49,871,1099576,128421,176899,69146,178309,1750,1
2018,0,0,0,0,1,2,1,3,1,11,6,2,17,10.0,43,85,72399,63660,231,91,30,589,700383,149714,149615,62103,183589,1969,0,1,0,1,3,5,3,17,4.6,26,51,58596,56356,173,84,18,706,734806,109071,179419,36501,183008,1330,0
1411,0,0,0,0,1,1,2,2,1,10,6,3,14,7.0,31,40,49482,42527,123,53,18,496,451777,86160,78571,22308,55322,1160,0,0,0,0,1,3,2,13,5.666666666666667,18,33,37365,33835,106,46,13,439,297818,49966,101582,25945,68617,1172,0
1929,0,0,0,0,1,2,5,4,2,11,9,2,18,4.25,26,31,66518,64190,185,66,27,696,770003,84478,126163,39521,107536,724,0,0,0,0,1,5,2,18,9.5,26,49,59983,57250,116,61,15,781,844021,88814,110187,18765,88178,1428,0
1242,1,1,1,1,1,0,0,0,0,0,7,2,12,3.3333333333333335,12,22,34191,31110,78,39,12,432,312609,37071,76691,23188,41251,924,0,3,0,2,4,9,2,14,18.0,31,29,45596,37933,100,44,13,584,438223,60221,56913,15546,35335,619,1
1028,0,1,1,1,0,0,1,0,0,1,8,3,11,20.0,29,43,36465,31008,72,33,9,355,289262,47951,61006,24507,35419,531,0,0,0,0,2,3,2,12,1.6666666666666667,12,16,30192,27635,72,34,7,363,272475,39334,63396,8240,33073,724,0
1667,0,1,0,1,0,0,3,1,1,7,4,3,16,24.0,34,62,56199,48975,169,83,18,673,594584,85560,111586,25144,98819,938,1,1,0,1,3,2,1,15,1.6,17,27,50453,48025,153,65,27,620,530207,85408,109921,27143,91695,853,0
1794,1,1,1,1,0,0,1,0,1,5,7,2,15,5.0,25,42,55174,53743,163,78,27,656,629133,83634,109078,23094,78238,1002,2,3,0,1,6,5,2,18,3.5,30,35,62047,59568,192,83,29,700,737333,83511,114652,28564,73026,654,1
2050,1,1,1,1,1,0,2,0,0,3,3,1,18,3.3333333333333335,20,39,58550,55143,194,80,40,767,773582,97775,152875,60842,99686,1288,0,3,1,2,8,17,2,17,21.0,31,41,67865,66060,184,80,41,761,924887,125391,129050,49226,81449,1307,1
2367,1,1,0,0,0,0,2,1,1,8,5,2,18,1.8333333333333333,24,33,72217,68010,267,104,34,899,994833,121303,160870,41085,136765,1919,3,3,1,0,8,5,2,18,6.75,39,64,82197,74710,247,96,39,931,1070171,123885,163156,68409,182153,1571,1
1217,1,1,1,0,1,0,0,0,1,1,3,1,13,3.5,12,20,35055,32560,61,34,8,455,335046,38342,75318,18188,49340,733,0,2,3,0,9,6,2,13,16.0,24,31,44124,39568,94,38,14,515,412467,57635,59699,12486,48266,616,1
1257,1,1,1,0,0,0,0,0,1,1,3,1,13,5.0,7,7,34445,32176,87,54,10,561,379696,37299,58123,11061,45493,630,0,3,0,1,6,4,2,13,9.0,12,23,40165,34725,121,43,23,576,447658,38940,59366,23397,46722,937,1
1198,0,1,0,0,0,0,2,2,1,10,6,2,14,9.5,31,49,47074,40243,105,51,12,490,398546,59671,54446,12971,51019,549,0,0,0,0,1,2,1,12,1.5,11,19,35039,31675,75,35,10,475,309020,34664,74735,10571,47590,641,0
955,1,1,1,0,0,0,0,0,1,2,6,2,12,11.0,14,15,31375,27610,84,41,11,437,267783,33107,38646,10722,22754,433,0,1,0,0,0,2,2,10,1.5,6,4,24800,21575,59,33,3,408,230017,23060,46099,11630,29047,440,0
2069,1,1,0,1,0,1,3,3,0,11,7,3,18,5.6,45,57,73399,69203,217,95,42,840,902899,141655,143084,32589,130984,925,1,1,0,0,4,6,2,18,2.2857142857142856,28,37,70834,66035,262,116,40,839,858534,110238,171587,31581,157379,1303,0
1915,0,0,0,0,0,1,2,2,1,8,10,2,18,10.5,27,37,63458,59708,206,100,33,729,697050,82785,137688,37529,111322,967,0,3,0,1,3,8,2,16,5.333333333333333,31,42,61233,56270,214,88,43,740,752531,100130,121860,37435,80541,1110,0
1400,1,1,1,1,1,0,0,0,0,2,2,2,14,2.0,12,18,38778,39280,93,64,12,570,424261,36851,69064,14972,53174,902,1,3,1,1,6,5,2,15,16.0,18,38,46463,44933,176,57,35,579,473359,45208,55669,13010,39554,735,1
1202,1,1,1,0,0,0,1,0,1,5,6,2,13,11.0,22,28,41920,36020,101,42,20,487,403795,46145,62903,25946,44816,574,0,2,0,0,1,2,1,13,3.0,9,16,33821,31185,85,42,15,503,328679,38295,58699,10037,37235,533,0
952,1,1,1,1,1,0,0,0,0,0,2,2,11,2.0,5,5,24009,20700,52,30,8,347,224615,23872,43352,8628,20118,348,0,2,0,1,3,7,2,11,10.0,15,17,32710,27558,82,40,10,418,295294,31480,39564,8014,26372,410,1
999,0,1,1,0,0,0,2,0,1,3,8,2,12,13.0,19,27,35065,29915,75,40,10,399,283327,31635,33296,7157,27396,541,0,0,0,0,0,2,1,11,1.3333333333333333,7,6,27312,24375,64,29,9,406,241540,19163,42121,8348,29517,328,0
935,0,1,1,0,1,0,1,0,1,0,2,2,11,1.3333333333333333,9,9,25791,23890,65,38,8,344,212214,29290,47203,11284,25046,632,0,1,0,0,3,4,1,11,12.0,20,22,33413,25425,82,34,17,398,261095,34801,41235,11978,32331,699,1
1500,1,0,0,0,1,1,2,3,2,11,4,2,16,5.0,33,46,56946,49875,158,61,23,601,529461,68904,82517,19725,62060,637,0,1,0,0,3,4,3,14,2.8333333333333335,26,29,47547,44990,125,56,24,572,471876,64785,85150,15056,48173,834,0
1527,0,1,0,0,0,0,4,2,2,10,6,3,15,16.0,37,55,55975,48821,143,54,23,613,589763,74461,86830,29059,76657,1341,0,0,0,0,0,6,2,14,3.0,14,30,41875,39225,121,70,20,579,462172,56218,89574,6872,66612,875,0
1675,1,0,1,1,1,1,0,0,0,1,4,2,16,5.666666666666667,22,38,53654,50178,144,86,23,691,596373,65587,102779,22059,70971,520,0,4,2,2,10,8,3,17,7.5,30,32,58432,53095,199,68,40,711,714345,79834,88942,28726,73213,759,1
1898,0,0,0,0,1,1,4,2,2,11,9,3,16,6.25,48,67,67770,62975,156,66,19,596,704329,112999,154623,55070,162519,1257,0,1,0,0,3,4,2,16,2.0,27,40,60937,59780,172,83,23,682,669055,117059,135755,25133,75679,1442,0
1958,1,0,1,0,0,1,2,0,1,4,5,3,16,4.25,23,33,60395,58560,239,117,42,750,685916,70310,116951,24391,86344,717,1,2,1,1,7,4,3,17,5.0,31,62,65839,58258,217,92,47,773,818420,95204,96409,23800,74528,1057,1
2500,1,0,0,0,0,3,3,5,2,11,13,4,18,5.6,48,74,87414,96193,282,125,48,822,1148391,172778,205906,93651,173508,1117,0,3,0,0,3,7,2,18,3.2857142857142856,39,60,80970,76458,203,95,44,1023,1220966,164262,211684,79112,212131,1948,0
951,1,1,1,1,1,0,0,0,0,0,3,2,10,3.5,9,17,25170,22960,57,26,9,344,206118,23263,42572,5907,23585,334,0,2,1,1,6,5,2,11,12.0,19,20,33986,28160,77,34,9,382,268402,31139,38374,11061,20408,507,1
1688,1,1,1,1,1,0,0,0,0,2,3,2,15,2.6,18,33,48291,47300,148,72,18,618,503870,63888,106982,24312,91151,1068,1,4,3,2,11,8,2,16,9.0,35,57,60953,57400,155,54,24,597,643143,83946,91360,36449,75213,707,1
1307,0,1,1,1,0,0,1,0,0,0,2,1,12,3.3333333333333335,14,22,35638,32950,102,49,9,477,311637,49576,83378,19725,56201,607,0,2,0,2,5,8,2,14,12.0,32,32,46996,45208,117,47,8,499,443303,69338,73374,27802,48437,727,1
1833,0,1,0,1,0,1,4,4,1,9,10,2,16,9.666666666666666,40,87,62659,56380,190,87,40,541,613000,100588,123640,42453,88862,1438,1,0,0,1,2,4,2,16,2.8,24,36,56597,54287,195,92,42,654,682442,96396,132603,27167,110443,1309,0
1659,0,0,0,0,0,1,3,1,2,9,6,4,17,6.5,42,65,62776,55553,169,64,28,631,662649,88881,102203,31231,96878,1025,0,1,0,0,0,5,2,15,3.0,26,45,47041,43800,131,59,16,537,428056,65731,104479,16623,94860,776,0
1115,0,1,1,1,1,0,1,0,0,1,3,1,12,1.0,10,5,28546,23875,82,38,11,409,250774,32642,56951,5492,30496,482,0,1,1,2,9,10,2,13,18.0,29,41,42499,37333,69,34,7,448,397317,46268,58522,13037,33094,577,1
1642,0,0,0,1,0,1,4,1,1,9,7,2,16,10.5,36,47,59328,54153,168,63,27,635,640252,73854,97632,30270,86377,778,0,0,0,1,0,3,2,15,3.0,22,38,46282,43020,114,56,18,555,442659,66254,89657,20820,56820,1271,0
1553,0,1,0,1,0,0,3,1,0,8,9,2,15,14.0,36,59,55055,46625,121,43,15,567,582594,76044,85266,33190,65460,1207,0,0,0,1,0,2,1,13,1.6666666666666667,13,16,38179,34435,117,59,11,506,398480,54352,88430,9479,58218,771,0
1467,1,1,1,1,0,0,0,0,0,1,3,1,12,1.25,9,14,38139,36045,110,48,13,532,424997,38345,84640,19354,55389,940,1,3,1,1,9,5,2,15,21.0,24,49,49491,41645,108,51,16,567,504314,59719,69521,33308,52573,639,1
1384,1,1,1,0,0,0,0,0,1,3,3,1,13,1.3333333333333333,9,8,38766,36510,130,56,25,548,395426,32903,76067,14300,49588,618,1,3,1,1,6,6,2,15,18.0,22,44,46229,39610,125,69,17,535,485443,57788,56033,18353,55625,830,1
1286,1,1,1,1,0,0,0,0,0,1,2,1,12,1.0,7,10,32062,28960,90,40,11,482,321282,38407,66093,14809,38726,443,1,3,0,1,5,4,2,14,12.0,21,24,42097,37940,99,44,12,470,412076,47530,62817,33992,46804,734,1
1124,1,1,0,0,1,0,2,1,2,6,5,2,12,18.0,24,40,38762,31360,90,40,7,436,348567,41627,49178,18047,28299,809,0,1,0,0,1,2,1,12,1.3333333333333333,9,4,29282,25350,50,30,8,431,308528,30122,57965,5470,45299,623,0
